,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
43655,540099,20723,STRAWBERRY CHARLOTTE BAG,10,04-01-2011 16:41,0.85,15808.0,United Kingdom
139764,548351,85099B,JUMBO BAG RED RETROSPOT,10,30-03-2011 14:51,1.95,13001.0,United Kingdom
399848,571289,23215,JINGLE BELL HEART ANTIQUE SILVER,8,16-10-2011 15:27,2.08,15113.0,United Kingdom
330777,565927,21314,SMALL GLASS HEART TRINKET POT,8,08-09-2011 10:08,2.1,,EIRE
473195,576784,21158,MOODY GIRL DOOR HANGER ,2,16-11-2011 13:40,0.39,16204.0,United Kingdom
395809,571046,16216,LETTER SHAPE PENCIL SHARPENER,80,13-10-2011 13:35,0.06,18096.0,United Kingdom
293142,562581,23298,SPOTTY BUNTING,4,07-08-2011 13:43,4.95,15860.0,United Kingdom
85329,543467,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,08-02-2011 14:35,8.29,,United Kingdom
296111,562847,23015,CORDIAL GLASS JUG,2,10-08-2011 09:34,8.25,16245.0,United Kingdom
65802,541696,85049H,URBAN BLACK RIBBONS ,6,20-01-2011 18:08,0.83,,United Kingdom
236261,557745,21620,SET OF 4 ROSE BOTANICAL CANDLES,2,22-06-2011 12:16,3.75,15750.0,United Kingdom
316763,564756,21455,PAINTED YELLOW WOODEN DAISY,1,30-08-2011 10:33,0.83,,United Kingdom
479403,577158,21484,CHICK GREY HOT WATER BOTTLE,4,18-11-2011 09:58,4.25,16293.0,United Kingdom
414094,572336,22197,POPCORN HOLDER,36,24-10-2011 10:29,0.85,13523.0,United Kingdom
164257,550637,22367,CHILDRENS APRON SPACEBOY DESIGN,1,19-04-2011 15:39,1.95,14415.0,United Kingdom
409797,572074,22428,ENAMEL FIRE BUCKET CREAM,1,20-10-2011 13:54,6.95,16284.0,United Kingdom
413972,572330,23300,GARDENERS KNEELING PAD CUP OF TEA ,5,24-10-2011 10:17,1.65,16426.0,United Kingdom
63840,541592,21773,DECORATIVE ROSE BATHROOM BOTTLE,6,19-01-2011 15:08,1.25,,United Kingdom
279388,561320,20982,12 PENCILS TALL TUBE SKULLS,1,26-07-2011 12:57,0.85,16942.0,United Kingdom
161396,550474,16235,RECYCLED PENCIL WITH RABBIT ERASER,2,18-04-2011 13:58,0.42,,United Kingdom
42351,539985,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,23-12-2010 15:16,2.55,15856.0,United Kingdom
25826,538409,84879,ASSORTED COLOUR BIRD ORNAMENT,16,12-12-2010 11:49,1.69,17236.0,United Kingdom
525478,580632,21819,GLITTER CHRISTMAS STAR ,3,05-12-2011 12:16,0.39,16360.0,United Kingdom
181158,552450,47559B,TEA TIME OVEN GLOVE,50,09-05-2011 13:51,1.06,13798.0,United Kingdom
435939,574077,20727,LUNCH BAG  BLACK SKULL.,1,02-11-2011 15:56,1.65,17999.0,United Kingdom
505849,579101,23356,LOVE HOT WATER BOTTLE,2,28-11-2011 11:27,5.95,16364.0,United Kingdom
210853,555325,21721,CANDY SHOP  STICKER SHEET,1,02-06-2011 11:02,1.63,,United Kingdom
28879,538662,85169A,IVORY LOVE BIRD CANDLE,24,13-12-2010 15:44,0.42,15159.0,United Kingdom
97040,544598,22183,CAKE STAND VICTORIAN FILIGREE MED,1,21-02-2011 18:10,5.79,,United Kingdom
220953,556237,22469,HEART OF WICKER SMALL,2,09-06-2011 15:34,3.29,,United Kingdom
467100,576339,22346,PARTY PIZZA DISH GREEN POLKADOT,2,14-11-2011 15:27,1.63,14096.0,United Kingdom
468742,576540,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,15-11-2011 12:48,3.75,18043.0,United Kingdom
8247,537131,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,05-12-2010 12:26,3.95,15716.0,United Kingdom
439627,574478,21817,GLITTER CHRISTMAS TREE,4,04-11-2011 12:27,0.39,17203.0,United Kingdom
479818,C577196,48173C,DOORMAT BLACK FLOCK ,-3,18-11-2011 11:45,8.25,16924.0,United Kingdom
517102,580030,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,01-12-2011 12:14,2.08,12951.0,United Kingdom
219398,556093,22457,NATURAL SLATE HEART CHALKBOARD ,1,08-06-2011 15:26,5.79,,United Kingdom
342664,566904,22037,ROBOT BIRTHDAY CARD,12,15-09-2011 13:57,0.42,15660.0,United Kingdom
175105,551881,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,48,05-05-2011 09:11,0.95,13784.0,United Kingdom
226754,556812,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,14-06-2011 17:25,8.29,,United Kingdom
346924,567211,21991,BOHEMIAN COLLAGE STATIONERY SET,1,19-09-2011 11:02,1.25,14159.0,United Kingdom
34201,539324,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,16-12-2010 19:51,1.95,14985.0,United Kingdom
483856,577511,22835,HOT WATER BOTTLE I AM SO POORLY,1,20-11-2011 12:53,4.95,17561.0,United Kingdom
503835,578936,23377,PACK OF 12 DOLLY GIRL TISSUES,1,27-11-2011 13:00,0.39,16923.0,United Kingdom
388208,570420,22561,WOODEN SCHOOL COLOURING SET,1,10-10-2011 13:33,1.65,17841.0,United Kingdom
254715,559336,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,07-07-2011 16:17,2.08,17315.0,United Kingdom
498328,578518,21916,SET 12 RETRO WHITE CHALK STICKS,2,24-11-2011 13:54,0.42,14606.0,United Kingdom
10822,537238,22505,MEMO BOARD COTTAGE DESIGN,1,06-12-2010 10:03,4.95,16161.0,United Kingdom
349150,567481,22383,LUNCH BAG SUKI DESIGN ,1,20-09-2011 13:41,1.65,16777.0,United Kingdom
484159,577522,85059,FRENCH ENAMEL WATER BASIN,1,20-11-2011 13:23,3.75,15988.0,United Kingdom
436414,574107,23433,HANGING QUILTED PATCHWORK APPLES,24,03-11-2011 10:49,0.83,13728.0,United Kingdom
469776,576609,46000S,POLYESTER FILLER PAD 40x40cm,8,15-11-2011 16:08,1.45,15556.0,United Kingdom
243308,558442,21371,MIRRORED WALL ART POPPIES,1,29-06-2011 13:10,0.75,15537.0,United Kingdom
64947,541683,17003,BROCADE RING PURSE ,72,20-01-2011 15:01,0.21,14085.0,United Kingdom
515040,579777,23222,CHRISTMAS TREE HANGING GOLD,1,30-11-2011 15:13,1.63,,United Kingdom
415711,572549,22904,CALENDAR PAPER CUT DESIGN,1,24-10-2011 17:03,5.79,,United Kingdom
441676,574619,82494L,WOODEN FRAME ANTIQUE WHITE ,2,06-11-2011 11:18,2.95,15952.0,United Kingdom
286163,562024,22116,METAL SIGN HIS DINNER IS SERVED,1,01-08-2011 16:07,1.63,,United Kingdom
5668,536865,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,4,03-12-2010 11:28,5.91,,United Kingdom
108905,545568,90214V,"LETTER ""V"" BLING KEY RING",1,03-03-2011 16:22,0.83,,United Kingdom
66281,541789,22796,PHOTO FRAME 3 CLASSIC HANGING,9,21-01-2011 13:07,8.5,14088.0,United Kingdom
403759,571653,23224,CHERUB HEART DECORATION GOLD,24,18-10-2011 12:17,0.72,14298.0,United Kingdom
133924,547809,20986,BLUE CALCULATOR RULER,1,25-03-2011 13:54,1.25,12748.0,United Kingdom
175961,551995,22885,NUMBER TILE VINTAGE FONT 6 ,1,05-05-2011 15:42,4.13,,United Kingdom
515474,579777,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,30-11-2011 15:13,10.79,,United Kingdom
294075,562688,21688,SILVER PLATE CANDLE BOWL SMALL,6,08-08-2011 13:53,2.95,13869.0,United Kingdom
340251,566617,22114,HOT WATER BOTTLE TEA AND SYMPATHY,48,14-09-2011 09:11,3.75,18092.0,United Kingdom
540875,581492,90145,SILVER HOOP EARRINGS WITH FLOWER,1,09-12-2011 10:03,6.23,,United Kingdom
204558,554671,22149,FELTCRAFT 6 FLOWER FRIENDS,6,25-05-2011 15:47,2.1,14009.0,United Kingdom
304027,563557,84879,ASSORTED COLOUR BIRD ORNAMENT,16,17-08-2011 13:33,1.69,15786.0,United Kingdom
249120,558885,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,04-07-2011 15:10,1.25,13267.0,United Kingdom
431001,573585,23267,SET OF 4 SANTA PLACE SETTINGS,2,31-10-2011 14:41,2.46,,United Kingdom
292112,562540,21158,MOODY GIRL DOOR HANGER ,1,05-08-2011 15:38,0.39,17400.0,United Kingdom
373558,569332,20713,JUMBO BAG OWLS,3,03-10-2011 13:46,2.08,12637.0,France
183212,552652,22906,12 MESSAGE CARDS WITH ENVELOPES,1,10-05-2011 14:09,1.65,14591.0,United Kingdom
189894,553173,22969,HOMEMADE JAM SCENTED CANDLES,12,13-05-2011 17:34,1.45,17400.0,United Kingdom
48359,540468,84748,FOLK FELT HANGING MULTICOL GARLAND,7,07-01-2011 13:55,2.51,,United Kingdom
304847,563613,23345, DOLLY GIRL BEAKER,12,18-08-2011 08:49,1.25,12688.0,Israel
104181,545153,84674,FLYING PIG WATERING CAN,1,28-02-2011 12:57,2.95,16667.0,United Kingdom
170152,551279,22740,POLKADOT PEN,240,27-04-2011 13:19,0.72,16013.0,United Kingdom
271010,560606,21382,SET/4 SPRING FLOWER DECORATION,24,20-07-2011 10:08,0.75,17422.0,United Kingdom
11081,537240,21618,4 WILDFLOWER BOTANICAL CANDLES,1,06-12-2010 10:08,7.62,,United Kingdom
181387,552468,22817,CARD SUKI BIRTHDAY,12,09-05-2011 15:33,0.42,13141.0,United Kingdom
187760,553005,22925,BLUE GIANT GARDEN THERMOMETER,2,12-05-2011 16:29,5.95,14651.0,United Kingdom
1967,536544,21731,RED TOADSTOOL LED NIGHT LIGHT,5,01-12-2010 14:32,3.36,,United Kingdom
514922,579751,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,30-11-2011 14:46,4.13,,United Kingdom
232953,557397,22690,DOORMAT HOME SWEET HOME BLUE ,1,20-06-2011 11:23,7.95,17897.0,United Kingdom
346141,567183,22193,RED DINER WALL CLOCK,1,18-09-2011 15:32,8.5,14769.0,United Kingdom
320722,565084,23309,SET OF 60 I LOVE LONDON CAKE CASES ,120,01-09-2011 09:39,0.42,17306.0,United Kingdom
202489,554424,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,24-05-2011 12:14,1.95,14527.0,United Kingdom
94404,544355,22899,CHILDREN'S APRON DOLLY GIRL ,6,18-02-2011 10:53,2.1,12714.0,France
365517,568709,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,28-09-2011 15:42,4.15,15036.0,United Kingdom
390159,570499,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12,11-10-2011 09:19,0.29,12772.0,Portugal
515,536409,21867,PINK UNION JACK  LUGGAGE TAG,1,01-12-2010 11:45,1.25,17908.0,United Kingdom
385448,570197,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2,07-10-2011 15:45,1.45,13755.0,United Kingdom
306846,563848,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,24,19-08-2011 14:57,1.25,14911.0,EIRE
113189,545914,22151,PLACE SETTING WHITE HEART,24,08-03-2011 11:39,0.42,13340.0,United Kingdom
422291,573075,22460,EMBOSSED GLASS TEALIGHT HOLDER,4,27-10-2011 14:04,1.25,17545.0,United Kingdom
83697,543345,84459B,YELLOW METAL CHICKEN HEART ,1,07-02-2011 12:29,3.29,,United Kingdom
394512,570872,22713,CARD I LOVE LONDON ,1,12-10-2011 16:40,0.83,,United Kingdom
471608,576644,22668,PINK BABY BUNTING,1,16-11-2011 10:01,5.79,,United Kingdom
167623,550997,23206,LUNCH BAG APPLE DESIGN,10,26-04-2011 09:04,1.65,17735.0,United Kingdom
517569,580064,23498,CLASSIC BICYCLE CLIPS ,6,01-12-2011 13:32,1.45,18077.0,United Kingdom
367762,568907,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,29-09-2011 13:35,1.49,15370.0,United Kingdom
369287,569025,22921,HERB MARKER CHIVES ,1,30-09-2011 10:08,0.65,18041.0,United Kingdom
180336,552315,22417,PACK OF 60 SPACEBOY CAKE CASES,24,08-05-2011 16:10,0.55,12700.0,France
348114,567378,47566,PARTY BUNTING,4,20-09-2011 10:01,4.95,14911.0,EIRE
45075,540247,22862,LOVE HEART NAPKIN BOX ,1,05-01-2011 15:56,4.25,15464.0,United Kingdom
212761,555510,20677,PINK POLKADOT BOWL,1,03-06-2011 17:09,2.46,,United Kingdom
531630,580958,23333,IVORY WICKER HEART MEDIUM,4,06-12-2011 14:30,1.25,17266.0,United Kingdom
320815,565114,16011,ANIMAL STICKERS,24,01-09-2011 11:15,0.21,13588.0,United Kingdom
443340,574700,21756,BATH BUILDING BLOCK WORD,2,06-11-2011 13:53,6.25,16033.0,United Kingdom
419332,572769,23284,DOORMAT KEEP CALM AND COME IN,10,26-10-2011 10:15,7.08,14051.0,United Kingdom
169319,551173,20704,MR ROBOT SOFT TOY,1,26-04-2011 16:54,14.13,,United Kingdom
539062,581429,23265,SET OF 3 WOODEN TREE DECORATIONS,12,08-12-2011 15:41,1.25,16322.0,United Kingdom
16813,537666,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,07-12-2010 18:36,1.28,,United Kingdom
191329,553351,22993,SET OF 4 PANTRY JELLY MOULDS,6,16-05-2011 13:35,1.25,18118.0,United Kingdom
361430,568346,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,26-09-2011 15:28,5.79,14096.0,United Kingdom
254030,559289,23201,JUMBO BAG ALPHABET,4,07-07-2011 12:22,2.08,15719.0,United Kingdom
240185,558089,21244,BLUE POLKADOT PLATE ,8,26-06-2011 12:36,1.69,13505.0,Switzerland
286537,562031,22855,FINE WICKER HEART ,2,01-08-2011 17:37,1.25,16984.0,United Kingdom
442511,574675,23082,SET 6 PAPER TABLE LANTERN HEARTS ,12,06-11-2011 12:31,3.75,17289.0,United Kingdom
245071,558571,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,30-06-2011 14:46,0.85,17017.0,United Kingdom
78103,542806,21272,SALLE DE BAIN HOOK,12,01-02-2011 11:20,1.25,12836.0,United Kingdom
226828,556812,85231G,ORANGE SCENTED SET/9 T-LIGHTS,1,14-06-2011 17:25,1.63,,United Kingdom
26032,538453,22750,FELTCRAFT PRINCESS LOLA DOLL,1,12-12-2010 12:26,3.75,16779.0,United Kingdom
267595,C560317,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,18-07-2011 10:54,4.95,15527.0,United Kingdom
539526,581439,22112,CHOCOLATE HOT WATER BOTTLE,3,08-12-2011 16:30,10.79,,United Kingdom
537212,581238,23369,SET 36 COLOUR PENCILS LOVE LONDON,3,08-12-2011 10:53,1.25,,United Kingdom
5302,536856,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,03-12-2010 10:26,1.25,13370.0,United Kingdom
345313,567161,22625,RED KITCHEN SCALES,4,18-09-2011 10:46,8.5,15947.0,United Kingdom
29456,538799,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,14-12-2010 11:48,1.95,15039.0,United Kingdom
349504,567507,22470,HEART OF WICKER LARGE,1,20-09-2011 14:46,5.79,,United Kingdom
509188,579297,21934,SKULL SHOULDER BAG,1,29-11-2011 11:23,3.29,,United Kingdom
471017,576618,23626,SET 10 CARDS DINKY TREE 17076,1,15-11-2011 17:00,2.49,,United Kingdom
125157,547026,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,18-03-2011 17:07,6.75,14633.0,United Kingdom
503234,578921,23287,RED VINTAGE SPOT BEAKER,1,27-11-2011 11:57,0.85,13596.0,United Kingdom
177409,552061,21930,JUMBO STORAGE BAG SKULLS,10,06-05-2011 10:43,2.08,13001.0,United Kingdom
176113,551995,22341,LOVE GARLAND PAINTED ZINC ,3,05-05-2011 15:42,3.29,,United Kingdom
513758,579560,15056N,EDWARDIAN PARASOL NATURAL,2,30-11-2011 11:31,5.95,15039.0,United Kingdom
238589,557948,82581,TOILET METAL SIGN,12,23-06-2011 16:35,0.55,13937.0,United Kingdom
413815,572323,23530,WALL ART ONLY ONE PERSON ,6,24-10-2011 09:46,4.95,14312.0,United Kingdom
19195,537844,71215,METAL BASE FOR CANDLES,1,08-12-2010 15:17,0.42,17999.0,United Kingdom
334904,566271,23319,BOX OF 6 MINI 50'S CRACKERS,6,11-09-2011 13:44,2.49,14250.0,United Kingdom
283631,561795,21498,RED RETROSPOT WRAP ,25,29-07-2011 13:28,0.42,12716.0,France
95388,544455,22728,ALARM CLOCK BAKELIKE PINK,4,20-02-2011 13:18,3.75,13097.0,United Kingdom
278050,561206,21524,DOORMAT SPOTTY HOME SWEET HOME,1,25-07-2011 16:18,7.95,13110.0,United Kingdom
135431,547896,21165,BEWARE OF THE CAT METAL SIGN ,1,28-03-2011 11:34,1.69,17841.0,United Kingdom
201772,554323,22900, SET 2 TEA TOWELS I LOVE LONDON ,2,23-05-2011 15:33,3.25,16729.0,United Kingdom
495542,578307,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,23-11-2011 15:53,1.65,17290.0,United Kingdom
475884,576924,22617,BAKING SET SPACEBOY DESIGN,6,17-11-2011 10:53,4.95,17419.0,United Kingdom
399706,571284,22624,IVORY KITCHEN SCALES,1,16-10-2011 14:07,8.5,14562.0,United Kingdom
531054,580903,85114C,RED ENCHANTED FOREST PLACEMAT,1,06-12-2011 12:56,1.65,14606.0,United Kingdom
534993,581179,23474,WOODLAND SMALL BLUE FELT HEART,24,07-12-2011 15:43,0.83,12471.0,Germany
368218,568949,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,2,29-09-2011 15:13,3.29,,United Kingdom
338750,566564,23205,CHARLOTTE BAG VINTAGE ALPHABET ,3,13-09-2011 12:26,0.85,15522.0,United Kingdom
307449,563917,23298,SPOTTY BUNTING,4,21-08-2011 13:46,4.95,14572.0,United Kingdom
533813,581116,22142,CHRISTMAS CRAFT WHITE FAIRY ,6,07-12-2011 12:21,1.45,17232.0,United Kingdom
198499,554054,21533,RETROSPOT LARGE MILK JUG,1,20-05-2011 15:29,9.96,,United Kingdom
69169,541965,22814,CARD PARTY GAMES ,12,24-01-2011 13:27,0.42,12625.0,Germany
517000,580025,23135,SMALL ZINC HEART WALL ORGANISER,1,01-12-2011 11:53,5.75,15021.0,United Kingdom
440984,574559,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,04-11-2011 15:50,2.95,14056.0,United Kingdom
30272,538853,20828,GLITTER BUTTERFLY CLIPS,2,14-12-2010 13:35,2.55,16805.0,United Kingdom
209050,555158,22570,FELTCRAFT CUSHION RABBIT,4,01-06-2011 08:38,3.75,14842.0,United Kingdom
402010,571461,21155,RED RETROSPOT PEG BAG,1,17-10-2011 14:12,2.55,16932.0,United Kingdom
374515,569374,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,03-10-2011 16:14,2.46,,United Kingdom
252508,559124,23174,REGENCY SUGAR BOWL GREEN,4,06-07-2011 12:31,4.15,14621.0,United Kingdom
358612,568156,20713,JUMBO BAG OWLS,10,25-09-2011 12:16,2.08,14367.0,United Kingdom
2628,536592,21981,PACK OF 12 WOODLAND TISSUES ,1,01-12-2010 17:06,0.85,,United Kingdom
464832,576187,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,8,14-11-2011 11:25,0.85,17228.0,United Kingdom
129771,547389,22993,SET OF 4 PANTRY JELLY MOULDS,2,22-03-2011 16:08,1.25,16721.0,United Kingdom
146627,549008,21281,,-31,05-04-2011 14:38,0.0,,United Kingdom
434241,574034,23371,SET 36 COLOUR PENCILS SPACEBOY ,1,02-11-2011 12:45,1.25,17841.0,United Kingdom
440528,574536,23571,TRADITIONAL NAUGHTS & CROSSES,2,04-11-2011 14:35,1.65,15707.0,United Kingdom
277246,561098,22423,REGENCY CAKESTAND 3 TIER,1,25-07-2011 10:56,12.75,14194.0,United Kingdom
23508,538203,22727,ALARM CLOCK BAKELIKE RED ,10,10-12-2010 11:21,3.75,13767.0,United Kingdom
511513,579505,22107,PIZZA PLATE IN BOX,4,29-11-2011 16:31,3.75,13078.0,United Kingdom
141779,548522,21084,SET/6 COLLAGE PAPER CUPS,3,31-03-2011 16:43,0.83,,United Kingdom
67484,541830,85180B,PINK HEARTS LIGHT CHAIN ,1,21-01-2011 17:09,2.46,,United Kingdom
66463,541796,21498,RED RETROSPOT WRAP ,25,21-01-2011 13:55,0.42,14092.0,United Kingdom
102222,544998,21110,LARGE CAKE TOWEL PINK SPOTS,2,25-02-2011 11:56,6.75,14470.0,United Kingdom
331057,565967,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,08-09-2011 11:27,0.42,14646.0,Netherlands
186280,552857,21883,STARS GIFT TAPE ,1,11-05-2011 15:34,1.63,,United Kingdom
38437,539572,22111,SCOTTIE DOG HOT WATER BOTTLE,96,20-12-2010 12:14,4.25,14113.0,United Kingdom
162937,550525,22855,FINE WICKER HEART ,6,19-04-2011 10:19,1.25,14672.0,United Kingdom
251047,559052,90208,PAIR OF PINK FLOWER CLUSTER SLIDE,1,05-07-2011 16:53,2.48,,United Kingdom
398031,571216,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,14-10-2011 13:06,3.25,16081.0,United Kingdom
117718,546403,22990,COTTON APRON PANTRY DESIGN,8,11-03-2011 15:22,4.95,16766.0,United Kingdom
65686,541696,22969,HOMEMADE JAM SCENTED CANDLES,1,20-01-2011 18:08,3.29,,United Kingdom
300715,563211,23203,JUMBO BAG VINTAGE DOILY ,10,14-08-2011 12:33,2.08,17049.0,United Kingdom
435447,574074,16238,PARTY TIME PENCIL ERASERS,2,02-11-2011 15:33,0.42,,United Kingdom
7972,537077,22417,PACK OF 60 SPACEBOY CAKE CASES,6,05-12-2010 11:59,0.55,17062.0,United Kingdom
114521,546017,22448,PIN CUSHION BABUSHKA RED,5,08-03-2011 17:23,3.35,14507.0,United Kingdom
75541,542601,35241,ENAMEL BLUE RIM BISCUIT BIN,2,30-01-2011 11:52,4.95,16897.0,United Kingdom
92027,544167,22467,GUMBALL COAT RACK,6,16-02-2011 13:14,2.55,14755.0,United Kingdom
188935,553074,20775,DAISY NOTEBOOK ,2,13-05-2011 11:45,1.65,15529.0,United Kingdom
421846,573029,22745,POPPY'S PLAYHOUSE BEDROOM ,3,27-10-2011 13:33,2.1,14971.0,United Kingdom
263529,560018,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,14-07-2011 12:52,0.85,15987.0,United Kingdom
496465,578344,35964,FOLKART CLIP ON STARS,3,24-11-2011 09:21,0.83,,United Kingdom
392687,570713,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,12-10-2011 10:18,1.25,17064.0,United Kingdom
70848,542103,20751,FUNKY WASHING UP GLOVES ASSORTED,12,25-01-2011 13:26,2.1,13198.0,United Kingdom
77767,542785,21181,PLEASE ONE PERSON METAL SIGN,48,01-02-2011 10:14,1.85,13881.0,United Kingdom
90213,543989,22329,ROUND CONTAINER SET OF 5 RETROSPOT,144,15-02-2011 09:52,1.45,12415.0,Australia
30502,538867,20765,CHRYSANTHEMUM SKETCHBOOK ,1,14-12-2010 14:41,3.75,,United Kingdom
493707,578247,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,23-11-2011 12:39,0.29,14581.0,United Kingdom
7235,537022,22697,GREEN REGENCY TEACUP AND SAUCER,6,03-12-2010 15:45,2.95,12725.0,Italy
460631,575923,23206,LUNCH BAG APPLE DESIGN,10,11-11-2011 17:11,1.65,17069.0,United Kingdom
539939,581451,21485,RETROSPOT HEART HOT WATER BOTTLE,3,08-12-2011 17:57,4.95,17144.0,United Kingdom
424149,573195,22550,HOLIDAY FUN LUDO,4,28-10-2011 11:40,3.75,12432.0,Norway
96730,544586,20679,EDWARDIAN PARASOL RED,1,21-02-2011 15:04,5.95,17338.0,United Kingdom
116712,546304,84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,6,10-03-2011 15:52,0.65,14077.0,United Kingdom
46256,540352,21222,SET/4 BADGES BEETLES,1,06-01-2011 14:27,0.85,,United Kingdom
192805,553480,21143,,24,17-05-2011 11:51,0.0,,United Kingdom
336628,566397,23332,IVORY WICKER HEART LARGE,3,12-09-2011 12:54,1.65,17811.0,United Kingdom
51942,540681,21985,PACK OF 12 HEARTS DESIGN TISSUES ,3,10-01-2011 16:25,0.85,,United Kingdom
333969,566221,85131B,BEADED CRYSTAL HEART GREEN ON STICK,3,09-09-2011 16:13,0.83,,United Kingdom
307379,563915,22940,FELTCRAFT CHRISTMAS FAIRY,1,21-08-2011 13:24,4.25,14224.0,United Kingdom
515978,579834,22299,PIG KEYRING WITH LIGHT & SOUND ,48,30-11-2011 16:09,1.25,17288.0,United Kingdom
470888,576618,23107,WHITE HEARTS WIRE PLANT POT HOLDER,2,15-11-2011 17:00,5.79,,United Kingdom
166949,550957,85099B,JUMBO BAG RED RETROSPOT,1,21-04-2011 16:37,2.08,18283.0,United Kingdom
338025,566494,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,96,13-09-2011 11:12,0.68,17404.0,Sweden
482597,577479,23150,IVORY SWEETHEART SOAP DISH,6,20-11-2011 11:34,2.49,14911.0,EIRE
155282,549981,22908,PACK OF 20 NAPKINS RED APPLES,5,13-04-2011 15:49,0.85,16348.0,United Kingdom
523989,580527,22228,BUNNY WOODEN PAINTED WITH BIRD ,2,04-12-2011 15:19,0.39,13736.0,United Kingdom
117579,546392,35961,FOLKART ZINC HEART CHRISTMAS DEC,5,11-03-2011 14:15,0.85,14587.0,United Kingdom
401397,571439,23514,EMBROIDERED RIBBON REEL SALLY ,12,17-10-2011 13:25,2.08,17206.0,United Kingdom
227738,556905,21867,PINK UNION JACK  LUGGAGE TAG,1,15-06-2011 13:05,1.25,16904.0,United Kingdom
382447,569901,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,06-10-2011 16:20,4.15,12923.0,United Kingdom
392795,570719,22273,FELTCRAFT DOLL MOLLY,1,12-10-2011 10:45,2.95,17913.0,United Kingdom
439984,C574500,84946,ANTIQUE SILVER T-LIGHT GLASS,-2,04-11-2011 13:14,1.25,15598.0,United Kingdom
324378,565397,85066,CREAM SWEETHEART MINI CHEST,2,02-09-2011 16:43,12.75,14171.0,United Kingdom
254757,559337,21086,SET/6 RED SPOTTY PAPER CUPS,2,07-07-2011 16:27,1.63,,United Kingdom
303999,563557,22672,FRENCH BATHROOM SIGN BLUE METAL,12,17-08-2011 13:33,1.65,15786.0,United Kingdom
116109,546213,23007, SPACEBOY BABY GIFT SET,36,10-03-2011 11:37,14.95,14156.0,EIRE
137746,548166,22728,ALARM CLOCK BAKELIKE PINK,1,29-03-2011 13:45,8.29,,United Kingdom
486575,577740,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,21-11-2011 13:36,4.95,17625.0,United Kingdom
304566,563585,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,17-08-2011 17:01,1.25,17070.0,United Kingdom
175450,551959,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,05-05-2011 12:38,4.95,13883.0,United Kingdom
176950,552039,35095A,BLUE VICTORIAN FABRIC OVAL BOX,24,06-05-2011 08:10,0.42,13081.0,United Kingdom
